"InputLine","Mapped Concept Count","Used lossy mention editor","Mapped Concept Label 1","Mapped Concept Label 2","Mapped Concept Label 3","Mapped Concept URI 1","Mapped Concept URI 2","Mapped Concept URI 3"
"nucleus dorsalis of clarke",0,0,,,,,,
"subparafascicular nucleus thalamus, parvicellular part",0,0,,,,,,
"basomedial amygdaloid nucleus",1,0,"Basomedial amygdalar nucleus",,,"http://mouse.brain-map.org/atlas/index.html#BMA",,
"ventromedial hypothalamic nucleus, ventrolateral part",1,0,"Ventromedial hypothalamic nucleus, ventrolateral part",,,"http://mouse.brain-map.org/atlas/index.html#VMHvl",,
"commissura habenularis",0,0,,,,,,
"main olfactory bulb, outer plexiform layer",1,0,"Main olfactory bulb, outer plexiform layer",,,"http://mouse.brain-map.org/atlas/index.html#MOBopl",,
"subnucleus medialis",0,0,,,,,,
"intermediate precentral sulcus",0,0,,,,,,
"dorsal acoustic stria",0,0,,,,,,
"nucleus of corpus restiforme",1,0,"External cuneate nucleus",,,"http://mouse.brain-map.org/atlas/index.html#ECU",,
"amygdalotemporal fasciculus",0,0,,,,,,
"inferior medullary lamina",0,0,,,,,,
"nucleus intralamellaris caudalis",0,0,,,,,,
"medial occipitotemporal gyrus",0,0,,,,,,
"caudatus",0,0,,,,,,
"isthmus of gyrus fornicatus",0,0,,,,,,
"central amygdaloid nucleus, medial division",0,0,,,,,,
"stem of sylvian fissure",0,0,,,,,,
"nucleus commissuralis thalami",0,0,,,,,,
"meyer's loop",0,0,,,,,,
"nucleus nervi oculomotorii, pars medialis",0,0,,,,,,
"posterior lobe-3",0,0,,,,,,
"subnucleus compactus, pars alpha",0,0,,,,,,
"truncus encephalicus",0,0,,,,,,
"stratum radiatum",0,0,,,,,,
"sulci cerebrales",0,0,,,,,,
"intermediolateral column of the spinal cord sympathetic column",0,0,,,,,,
"regio retrocentralis",0,0,,,,,,
"fissura mediana ventralis",0,0,,,,,,
"nucleus reuniens rostral division dorsal part",0,0,,,,,,
"paraflocculus ventralis",1,1,"Paraflocculus",,,"http://mouse.brain-map.org/atlas/index.html#PFL",,
"corticothalamic tract",0,0,,,,,,
"midbrain",1,0,"Midbrain",,,"http://mouse.brain-map.org/atlas/index.html#MB",,
"great horizontal fissure",0,0,,,,,,
"amiculum of dentate nucleus",0,0,,,,,,
"peduncle of superior olive",0,0,,,,,,
"parabducens nucleus",0,0,,,,,,
"nucleus pulvinaris ventralis",0,0,,,,,,
"visual cortex, posteromedial part",0,0,,,,,,
"nervi hypoglossalis",0,0,,,,,,
"area medioradiata",0,0,,,,,,
"arachnoidea mater encephali",0,0,,,,,,
"prepyramidal fissure",0,0,,,,,,
"fibrae orbitofrontalis",0,0,,,,,,
"nucleus ambiguus",1,0,"Nucleus ambiguus",,,"http://mouse.brain-map.org/atlas/index.html#AMB",,
"nucleus hypothalamicus ventromedialis",0,0,,,,,,
"nucleus incertus compact part",0,0,,,,,,
"midbrain, behavioral state related",1,0,"Midbrain, behavioral state related",,,"http://mouse.brain-map.org/atlas/index.html#MBsta",,
"lobule viii of larsell",0,0,,,,,,
"accessory olfactory cortical areas",0,0,,,,,,
"recessus infundibuli",0,0,,,,,,
"lateral nuclear group",1,0,"Lateral group of the dorsal thalamus",,,"http://mouse.brain-map.org/atlas/index.html#LAT",,
"globose nucleus",0,0,,,,,,
"anterior commissure, olfactory limb",0,0,,,,,,
"lateral septal nucleus, caudal  part",0,0,,,,,,
"spinal nucleus of the trigeminal oral part middle dorsomedial part, dorsal zone",1,0,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone",,,"http://mouse.brain-map.org/atlas/index.html#SPVOmdmd",,
"ventral posterolateral thalamic nucleus, caudal part",0,0,,,,,,
"nucleus reticularis lateralis",0,0,,,,,,
"substantia medullaris parahippocampalis posterior",0,0,,,,,,
"basal forebrain bundle",0,0,,,,,,
"dorsal trigeminothalamic tract",0,0,,,,,,
"nucleus lateralis dorsalis thalami",1,0,"Lateral dorsal nucleus of thalamus",,,"http://mouse.brain-map.org/atlas/index.html#LD",,
"supracommissural septum",0,0,,,,,,
"posterior quadrangular lobule of cerebellum",0,0,,,,,,
"nucleus of the lateral lemniscus, dorsal part",1,0,"Nucleus of the lateral lemniscus, dorsal part",,,"http://mouse.brain-map.org/atlas/index.html#NLLd",,
"dorsal horn of the spinal cord",0,0,,,,,,
"anterior olfactory nucleus posteroventral part molecular layer",0,0,,,,,,
"massa intercalata",1,0,"Intercalated amygdalar nucleus",,,"http://mouse.brain-map.org/atlas/index.html#IA",,
"granular lamina of the cochlear nuclei",1,0,"Granular lamina of the cochlear nuclei",,,"http://mouse.brain-map.org/atlas/index.html#CNlam",,
"tractus cerebello-thalamicus",0,0,,,,,,
"subparafascicular thalamic nucleus, parvicellular part",0,0,,,,,,
"orbital area",1,0,"Orbital area",,,"http://mouse.brain-map.org/atlas/index.html#ORB",,
"pallidothalamic fibers",0,0,,,,,,
"field ca3 pyramidal layer",1,0,"Field CA3, pyramidal layer",,,"http://mouse.brain-map.org/atlas/index.html#CA3sp",,
"pre-post cerebellar nuclei",0,0,,,,,,
"area 38 of brodmann",0,0,,,,,,
"descending vestibular nucleus",0,0,,,,,,
"arcuate periventricular nucleus",0,0,,,,,,
"peripaleocortical claustral region",0,0,,,,,,
"central sulcus",0,0,,,,,,
"deep pes lemniscus",0,0,,,,,,
"aquaductus mesencephali",0,0,,,,,,
"nucleus paratenialis thalami",0,0,,,,,,
"paraflocculus",1,0,"Paraflocculus",,,"http://mouse.brain-map.org/atlas/index.html#PFL",,
"taenia ventriculi quarti",0,0,,,,,,
"dorsal tegmental nucleus",1,0,"Dorsal tegmental nucleus",,,"http://mouse.brain-map.org/atlas/index.html#DTN",,
"ventral anterior nucleus",0,0,,,,,,
"nucleus tractus peduncularis transversus",0,0,,,,,,
"accessory abducens-facial nucleus",0,0,,,,,,
"nucleus of medial eminence",0,0,,,,,,
"decussation of corticospinal tract",0,0,,,,,,
"dorsal longitudinal tract",0,0,,,,,,
"regio rolandica",0,0,,,,,,
"amiculum olivae",0,0,,,,,,
"paratenial nucleus of the thalamus",0,0,,,,,,
"nucleus supravestibularis",0,0,,,,,,
"posterior median septum",1,1,"Medial septal nucleus",,,"http://mouse.brain-map.org/atlas/index.html#MS",,
"bed nuclei of the stria terminalis, posterior division, strial extension",1,0,"Bed nuclei of the stria terminalis, posterior division, strial extension",,,"http://mouse.brain-map.org/atlas/index.html#BSTse",,
"field ca3, stratum lacunosum-moleculare",1,0,"Field CA3, stratum lacunosum-moleculare",,,"http://mouse.brain-map.org/atlas/index.html#CA3slm",,
"vascular organ of the lamina terminalis",1,0,"Vascular organ of the lamina terminalis",,,"http://mouse.brain-map.org/atlas/index.html#OV",,
"b4 serotonin cells",0,0,,,,,,
"neural tube",0,0,,,,,,
"reticulotegmental nucleus of the pons, pericentral part",0,0,,,,,,
"nucleus  tecti cerebelli",0,0,,,,,,
"pontine gray",1,0,"Pontine gray",,,"http://mouse.brain-map.org/atlas/index.html#PG",,
"choroid plexus, lateral ventricle",0,0,,,,,,
"cerebral aqueduct, general",0,0,,,,,,
"nucleus vestibularis lateralis",0,0,,,,,,
"rubrobulbar tract",0,0,,,,,,
"anterior crescentic lobule of cerebellum",0,0,,,,,,
"striatonigral pathway",0,0,,,,,,
"nucleus of forel's field h",0,0,,,,,,
"regio hypothalamica posterior",0,0,,,,,,
"capsula externa",0,0,,,,,,
"truncus encephali",0,0,,,,,,
"gyrus orbitalis",0,0,,,,,,
"subnucleus ventrolateralis",0,0,,,,,,
"midline nuclear group",0,0,,,,,,
"oculomotor nucleus",1,0,"Oculomotor nucleus",,,"http://mouse.brain-map.org/atlas/index.html#III",,
"bed nuclei stria terminalis, posterior division, transverse nucleus",1,0,"Bed nuclei of the stria terminalis, posterior division, transverse nucleus",,,"http://mouse.brain-map.org/atlas/index.html#BSTtr",,
"dorsomedial spinal trigeminal nucleus",0,0,,,,,,
"septal area-1",0,0,,,,,,
"premammillary nucleus",0,0,,,,,,
"ventriculus tertius",0,0,,,,,,
"nucleus centralis lateralis",0,0,,,,,,
"nuclei cochleares - not otherwise specified",0,0,,,,,,
"nucleus acustici accessorici",0,0,,,,,,
"inferior precentral sulcus",0,0,,,,,,
"spinal root of trigeminal",0,0,,,,,,
"superior occipital gyrus",0,0,,,,,,
"posterolateral fissure",0,0,,,,,,
"median eminence internal lamina",0,0,,,,,,
"eupalaeocortex",0,0,,,,,,
"nucleus retroambigualis",0,0,,,,,,
"parvicellular part of medial dorsal nucleus",0,0,,,,,,
"fasciculus longitudinalis medialis",0,0,,,,,,
"densocellular part of medial dorsal nucleus",0,0,,,,,,
"thalamus",1,0,"Thalamus",,,"http://mouse.brain-map.org/atlas/index.html#TH",,
"lobules iv, v of vermis",0,0,,,,,,
"nucleus of the solitary tract, interstitial part",0,0,,,,,,
"tractus spinocerebellaris ventralis",0,0,,,,,,
"frontal lobe eye field",0,0,,,,,,
"nucleus subhabenularis",0,0,,,,,,
"oculomotor sulcus",0,0,,,,,,
"nucleus ventro-oralis posterior",0,0,,,,,,
"eminentia mediana anterior",0,0,,,,,,
"nucleus lateralis dorsalis of thalamus",1,0,"Lateral dorsal nucleus of thalamus",,,"http://mouse.brain-map.org/atlas/index.html#LD",,
"bed nuclei of the stria terminalis anterolateral area",0,0,,,,,,
"isthmus rhombencephali",0,0,,,,,,
"olfactory lobe",0,0,,,,,,
"tectum mesencephali",0,0,,,,,,
"recessus infundibularis",0,0,,,,,,
"paraventricular nucleus of the hypothalamus, magnocellular division",0,0,,,,,,
"lateral nucleus of the amygdala",1,0,"Lateral amygdalar nucleus",,,"http://mouse.brain-map.org/atlas/index.html#LA",,
"area 8 delta of the vogts",0,0,,,,,,
"fasciculus mamillo-thalamicus",0,0,,,,,,
"posterior hypothalamus",1,1,"Hypothalamus",,,"http://mouse.brain-map.org/atlas/index.html#HY",,
"mesencephalic tract of trigeminal nerve",0,0,,,,,,
"nucleus of field h",0,0,,,,,,
"pars ventralis pontis",0,0,,,,,,
"pyramus sublobule b",0,0,,,,,,
"posterior lobe-1 of cerebellum",0,0,,,,,,
"nucleus of the lateral lemniscus",1,0,"Nucleus of the lateral lemniscus",,,"http://mouse.brain-map.org/atlas/index.html#NLL",,
"paralaminar part of medial dorsal nucleus",0,0,,,,,,
"parasubiculum layer 3",0,0,,,,,,
"field ca3 stratum lacunosum-moleculare",1,0,"Field CA3, stratum lacunosum-moleculare",,,"http://mouse.brain-map.org/atlas/index.html#CA3slm",,
"quintothalamic tract",0,0,,,,,,
"laterodorsal thalamic nucleus",1,0,"Lateral dorsal nucleus of thalamus",,,"http://mouse.brain-map.org/atlas/index.html#LD",,
"intermediate orbital gyrus",0,0,,,,,,
"corticomedial nuclear group",0,0,,,,,,
"parastrial nucleus",1,0,"Parastrial nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PS",,
"lemniscal system",0,0,,,,,,
"nucleus campi foreli",0,0,,,,,,
"anterior interpositus nucleus",1,0,"Fastigial nucleus",,,"http://mouse.brain-map.org/atlas/index.html#FN",,
"nucleus lateralis dorsalis",1,0,"Lateral dorsal nucleus of thalamus",,,"http://mouse.brain-map.org/atlas/index.html#LD",,
"posterior parietal association areas",1,0,"Posterior parietal association areas",,,"http://mouse.brain-map.org/atlas/index.html#PTLp",,
"pars corticomedialis",0,0,,,,,,
"tela choroidea",0,0,,,,,,
"ventral posterior lateral nucleus, anterior division",0,0,,,,,,
"subiculum, dorsal part, molecular layer",1,0,"Subiculum, dorsal part, molecular layer",,,"http://mouse.brain-map.org/atlas/index.html#SUBd-m",,
"central lobe of the cerebellum, lobule 7",0,0,,,,,,
"calloso-marginal sulcus",0,0,,,,,,
"tegmental area h",0,0,,,,,,
"anterior lobe of hypophysis",0,0,,,,,,
"nervus opticus",0,0,,,,,,
"periaqueductal gray, dorsolateral division",0,0,,,,,,
"ventral claustrum",1,1,"Claustrum",,,"http://mouse.brain-map.org/atlas/index.html#CLA",,
"superior central nucleus raphé, medial part",0,0,,,,,,
"nucleus olivaris accessorius medialis",0,0,,,,,,
"lateral tegmental nucleus",1,0,"Lateral tegmental nucleus",,,"http://mouse.brain-map.org/atlas/index.html#LTN",,
"lateral dorsal nucleus of thalamus",1,0,"Lateral dorsal nucleus of thalamus",,,"http://mouse.brain-map.org/atlas/index.html#LD",,
"visual cortex, anterolateral part",0,0,,,,,,
"temporal corticopontine tract",0,0,,,,,,
"paraventricular nucleus of the hypothalamus, magnocellular division, anterior magnocellular part",0,0,,,,,,
"area 4 of brodmann",0,0,,,,,,
"striae acusticae ventralis",0,0,,,,,,
"dg internal feature 2",0,0,,,,,,
"intercalated nucleus of the medulla",0,0,,,,,,
"nucleus pulvinaris lateralis",0,0,,,,,,
"cauda",0,0,,,,,,
"nucleus pulvinaris oroventralis",0,0,,,,,,
"parieto-occipital cortex",0,0,,,,,,
"ventral tenia tecta",0,0,,,,,,
"nucleus tuberomamillaris",0,0,,,,,,
"bed nuclei of the stria terminalis anterior division anterodorsal area",0,0,,,,,,
"bed nuclei of the stria terminalis anterior division anterodorsal area proper",0,0,,,,,,
"lateral olfactory tract",0,0,,,,,,
"nucleus lateralis intermedius mediodorsalis situs ventralis medialis",0,0,,,,,,
"nucleus paramedianus accessorius",0,0,,,,,,
"nucleus of staderini",0,0,,,,,,
"nucleus lacrimalis",0,0,,,,,,
"pericentral nucleus of inferior colliculus",0,0,,,,,,
"anteroventral periventricular nucleus",1,0,"Anteroventral periventricular nucleus",,,"http://mouse.brain-map.org/atlas/index.html#AVPV",,
"thalamic reticular nucleus",0,0,,,,,,
"nucleus of the diagonal band",1,0,"Diagonal band nucleus",,,"http://mouse.brain-map.org/atlas/index.html#NDB",,
"recesses of third ventricle",0,0,,,,,,
"area 19",0,0,,,,,,
"pallidosubthalamic tract",0,0,,,,,,
"neurofibrae associationes",0,0,,,,,,
"laterodorsal nucleus of the thalamus, dorsomedial part",0,0,,,,,,
"commissure of meynert",0,0,,,,,,
"stratum profundum tecti",0,0,,,,,,
"nucleus pulvinaris medialis",0,0,,,,,,
"peripheral nervous system",0,0,,,,,,
"nucleus lateralis corpus mamillaris",0,0,,,,,,
"substantia medullaris cingulatus",0,0,,,,,,
"angular sulcus",0,0,,,,,,
"purkinje cell layer",0,0,,,,,,
"area temporalis media",0,0,,,,,,
"pallidum dorsal region",1,0,"Pallidum, dorsal region",,,"http://mouse.brain-map.org/atlas/index.html#PALd",,
"dorsal part of the lateral geniculate complex",1,0,"Dorsal part of the lateral geniculate complex",,,"http://mouse.brain-map.org/atlas/index.html#LGd",,
"superior central tegmental nucleus",0,0,,,,,,
"dorsal nucleus of the spinal cord",0,0,,,,,,
"nucleus of the solitary tract, medial part",1,0,"Nucleus of the solitary tract, medial part",,,"http://mouse.brain-map.org/atlas/index.html#NTSm",,
"gyrus longus insulae",0,0,,,,,,
"lamina plexiformis",0,0,,,,,,
"taenia tecta ventral part",1,0,"Taenia tecta, ventral part",,,"http://mouse.brain-map.org/atlas/index.html#TTv",,
"preoccipital gyrus",0,0,,,,,,
"tractus corticotectalis",0,0,,,,,,
"inferior temporal sulcus",0,0,,,,,,
"intermediate white layer",0,0,,,,,,
"submedial nucleus of the thalamus",1,0,"Submedial nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#SMT",,
"internal sagittal stratum",0,0,,,,,,
"part of folium-tuber vermis",0,0,,,,,,
"dorsomedial nucleus of the hypothalamus",1,0,"Dorsomedial nucleus of the hypothalamus",,,"http://mouse.brain-map.org/atlas/index.html#DMH",,
"anterodorsal nucleus of the thalamus",1,0,"Anterodorsal nucleus",,,"http://mouse.brain-map.org/atlas/index.html#AD",,
"adhesio interthalamica",0,0,,,,,,
"lateral orbital gyrus",0,0,,,,,,
"medial lemniscus of medulla",0,0,,,,,,
"nucleus facialis",0,0,,,,,,
"gyrus frontopolaris transversus",0,0,,,,,,
"parabrachial nucleus lateral division dorsal lateral part",1,0,"Parabrachial nucleus, lateral division, dorsal lateral part",,,"http://mouse.brain-map.org/atlas/index.html#PBld",,
"nucleus ventralis anterior, pars magnocellularis",0,0,,,,,,
"superior olivary nucleus, lateral part",0,0,,,,,,
"lobulus posterior superior",0,0,,,,,,
"paralaminar part of dorsomedial nucleus",0,0,,,,,,
"inferior peduncle",0,0,,,,,,
"anterior laterolateral visual area",0,0,,,,,,
"rhinencephalon",0,0,,,,,,
"dentate gyrus lateral blade, molecular layer",1,0,"Dentate gyrus lateral blade, molecular layer",,,"http://mouse.brain-map.org/atlas/index.html#DGlb-mo",,
"accessory olfactory bulb, glomerular layer",1,0,"Accessory olfactory bulb, glomerular layer",,,"http://mouse.brain-map.org/atlas/index.html#AOBgl",,
"reticular nuclei",0,0,,,,,,
"anterior thalamic nuclei",0,0,,,,,,
"supraoptic commissures",0,0,,,,,,
"bulbus olfactorius",0,0,,,,,,
"ventral cochlear nuclei",1,1,"Cochlear nuclei",,,"http://mouse.brain-map.org/atlas/index.html#CN",,
"rostral medullary velum",0,0,,,,,,
"tractus pallido-hypothalamicus",0,0,,,,,,
"mammillary level of hypothalamus",0,0,,,,,,
"frontoparietal operculum",0,0,,,,,,
"area parainsularis",0,0,,,,,,
"intralaminar nuclei",0,0,,,,,,
"metathalamus",1,0,"Geniculate group, dorsal thalamus",,,"http://mouse.brain-map.org/atlas/index.html#GENd",,
"substantia medullaris frontalis superior",0,0,,,,,,
"optic tectum",0,0,,,,,,
"paralimbic brain",0,0,,,,,,
"anterior cerebellar incisure",0,0,,,,,,
"abducent nerve",0,0,,,,,,
"median eminence",0,0,,,,,,
"locus ceruleus",1,0,"Locus ceruleus",,,"http://mouse.brain-map.org/atlas/index.html#LC",,
"brain stem",1,0,"Brain stem",,,"http://mouse.brain-map.org/atlas/index.html#BS",,
"nucleus pulvinaris medialis dorsalis",0,0,,,,,,
"superior colliculus, intermediate gray layer, sublayer c",0,0,,,,,,
"commissure of superior colliculus",0,0,,,,,,
"tuberomammillary nucleus, dorsal part",1,0,"Tuberomammillary nucleus, dorsal part",,,"http://mouse.brain-map.org/atlas/index.html#TMd",,
"motor root of trigeminal nerve",0,0,,,,,,
"incisura",0,0,,,,,,
"nucleus limitans thalami",0,0,,,,,,
"habenular sulcus",0,0,,,,,,
"forel's field h1",0,0,,,,,,
"pulvinar",0,0,,,,,,
"anterior subcentral dimple",0,0,,,,,,
"ventrolateral subnucleus of solitary tract",0,0,,,,,,
"dorsal raphe nucleus, interfascicular part",0,0,,,,,,
"sulcus occipitalis lateralis",0,0,,,,,,
"parabrachial nucleus, lateral ventral part",0,0,,,,,,
"cingulate cortex, area 2",0,0,,,,,,
"primary somatosensory cortex, upper lip region",0,0,,,,,,
"pituitary gland, anterior lobe",0,0,,,,,,
"sulcus occipitalis transversus",0,0,,,,,,
"intermediomedial cell column",0,0,,,,,,
"midbrain-hindbrain, motor, extrapyramidal",0,0,,,,,,
"genu corporis callosi",0,0,,,,,,
"dorsal nucleus raphe",0,0,,,,,,
"large-celled nucleus of optic tract",0,0,,,,,,
"pallidal channel of motor nucleus",0,0,,,,,,
"lateral geniculate nucleus, ventromedial part",0,0,,,,,,
"anterior hypothalamic commissure",0,0,,,,,,
"lateral septal nucleus rostral  part ventrolateral zone dorsal region lateral domain",0,0,,,,,,
"funiculus separans",0,0,,,,,,
"area tegmentalis ventralis",0,0,,,,,,
"nucleus lateralis thalami dorsalis",1,0,"Lateral dorsal nucleus of thalamus",,,"http://mouse.brain-map.org/atlas/index.html#LD",,
"ventral lateral nucleus of thalamus",1,1,"Lateral group of the dorsal thalamus",,,"http://mouse.brain-map.org/atlas/index.html#LAT",,
"paravermal zone of cerebellum",0,0,,,,,,
"accessory oculomotor nucleus",0,0,,,,,,
"midbrain-hindbrain, sensory, gustatory-visceral",0,0,,,,,,
"pars thalamolentiformis",0,0,,,,,,
"nerve xi",0,0,,,,,,
"anterior parieto-occipital sulcus",0,0,,,,,,
"acoustic area",0,0,,,,,,
"orbital gyri",0,0,,,,,,
"superior colliculus, zonal layer",1,0,"Superior colliculus, zonal layer",,,"http://mouse.brain-map.org/atlas/index.html#SCzo",,
"thalamostriate tract",0,0,,,,,,
"ventrolateral thalamic nucleus",0,0,,,,,,
"perihypoglossal nuclei",1,0,"Perihypoglossal nuclei",,,"http://mouse.brain-map.org/atlas/index.html#PHY",,
"nucleus olivaris inferior, lamina medialis",0,0,,,,,,
"intermediate precentral cortex",0,0,,,,,,
"tractus spino-thalamicus",0,0,,,,,,
"parietopontine fibers",0,0,,,,,,
"supraoptic commissure",0,0,,,,,,
"istmus",0,0,,,,,,
"fasciculus pyramidalis",0,0,,,,,,
"geniculate group, dorsal thalamus",1,0,"Geniculate group, dorsal thalamus",,,"http://mouse.brain-map.org/atlas/index.html#GENd",,
"polymorphic layer of hippocampus",0,0,,,,,,
"orbital sulcus",0,0,,,,,,
"bed nuclei of the stria terminalis, anterior division, anterolateral area",1,0,"Bed nuclei of the stria terminalis, anterior division, anterolateral area",,,"http://mouse.brain-map.org/atlas/index.html#BSTal",,
"globus pallidus internus",0,0,,,,,,
"agranular insular cortex, ventral part",0,0,,,,,,
"bed nucleus of the stria terminalis, medial division, anterior part",0,0,,,,,,
"nucleus substantiae grisea ventralis",0,0,,,,,,
"dorsal periolivary region",0,0,,,,,,
"field ca1",1,0,"Field CA1",,,"http://mouse.brain-map.org/atlas/index.html#CA1",,
"lateral group of the dorsal thalamus",1,0,"Lateral group of the dorsal thalamus",,,"http://mouse.brain-map.org/atlas/index.html#LAT",,
