neuron_name,region_UBERON,region_ABA,annotations_ABA,annotations_UBERON
Layer 2/3 frontal cortex corticocortical pyramidal cell projecting to perirhinal cortex,frontal cortex PERI,ORB PERI CTX,"[u'HBP_LAYER:0000111', u'UNKN_REGION:5116', 'HBP_PROJECTION:7323', u'HBP_MORPHOLOGY:0000001', 'Missing:projecting to', u'ABA_REGION:922']","[u'HBP_LAYER:0000111', u'ABA_REGION:714', 'Missing:corticocortical', u'HBP_MORPHOLOGY:0000001', 'Missing:projecting to', u'ABA_REGION:922', u'ABA_REGION:688']"
Layer 5a frontal cortex corticocortical pyramidal cell projecting to perirhinal cortex,frontal cortex PERI,ORB PERI CTX,"[u'HBP_LAYER:0000050', u'UNKN_REGION:5116', 'HBP_PROJECTION:7323', u'HBP_MORPHOLOGY:0000001', 'Missing:projecting to', u'ABA_REGION:922']","[u'HBP_LAYER:0000050', u'ABA_REGION:714', 'Missing:corticocortical', u'HBP_MORPHOLOGY:0000001', 'Missing:projecting to', u'ABA_REGION:922', u'ABA_REGION:688']"
Layer 5 frontal cortex pyramidal corticothalamic projecting cell,frontal cortex,ORB,"[u'HBP_LAYER:0000005', u'UNKN_REGION:5116', u'HBP_MORPHOLOGY:0000001', 'HBP_PROJECTION:113', 'Missing:projecting']","[u'HBP_LAYER:0000005', u'ABA_REGION:714', u'HBP_MORPHOLOGY:0000001', 'HBP_PROJECTION:113', 'Missing:projecting']"
Hippocampal Ventral CA1 Pyramidal Neuron,ventral CA1,HIP ventral CA1,"['Missing:Hippocampal', u'UNKN_REGION:7', u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:1080', u'UNKN_REGION:7', u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']"
Hippocampal Dorsal CA1 Pyramidal Neuron,dorsal CA1,HIP dorsal CA1,"['Missing:Hippocampal', u'UNKN_REGION:7262', u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:1080', u'UNKN_REGION:7262', u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']"
Hippocampus CA3 pyramidal cell,CA3,CA3,"[u'ABA_REGION:463', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:463', u'HBP_MORPHOLOGY:0000001']"
Nucleus accumbens medium spiny neuron,ACB,ACB,"[u'ABA_REGION:56', 'Size:medium', u'HBP_MORPHOLOGY:0000011']","[u'ABA_REGION:56', 'Size:medium', u'HBP_MORPHOLOGY:0000011']"
Dorsal hippocampus CA1 pyramidal cell,dorsal CA1,dorsal CA1,"[u'UNKN_REGION:7262', u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']","[u'UNKN_REGION:7262', u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']"
Ventral hippocampus CA1 pyramidal cell,ventral CA1,ventral CA1,"[u'UNKN_REGION:7', u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']","[u'UNKN_REGION:7', u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']"
Spinal cord ventral horn motor neuron alpha,spinal cord ventral horn,spinal cord ventral horn,"[u'UNKN_REGION:4645', u'UNKN_REGION:240', 'Function:motor', 'Missing:alpha']","[u'UNKN_REGION:4645', u'UNKN_REGION:240', 'Function:motor', 'Missing:alpha']"
Hippocampus CA2 bistratified narrow arbor cell,CA2,CA2,"[u'ABA_REGION:423', u'HBP_MORPHOLOGY:0000065', 'Size:narrow', 'Missing:arbor']","[u'ABA_REGION:423', u'HBP_MORPHOLOGY:0000065', 'Size:narrow', 'Missing:arbor']"
Hippocampus CA2 bistratified wide arbor cell,CA2,CA2,"[u'ABA_REGION:423', u'HBP_MORPHOLOGY:0000065', 'Missing:wide arbor']","[u'ABA_REGION:423', u'HBP_MORPHOLOGY:0000065', 'Missing:wide arbor']"
Hippocampus CA1 bistratified cell ,CA1,CA1,"[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000065']","[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000065']"
Hippocampus CA2 stratum pyramidal projecting to stratum radiatum interneuron,CA2 stratum radiatum,CA2 stratum radiatum,"[u'ABA_REGION:423', 'Missing:stratum', u'HBP_MORPHOLOGY:0000001', 'Missing:projecting to', u'UNKN_REGION:1407']","[u'ABA_REGION:423', 'Missing:stratum', u'HBP_MORPHOLOGY:0000001', 'Missing:projecting to', u'UNKN_REGION:1407']"
Cochlear Spiral ganglion Ca2+ dependant neuron,cochlear spiral ganglion,cochlear spiral ganglion,"[u'UNKN_REGION:7277', u'UNKN_REGION:4271', 'Missing:Ca2+ dependant']","[u'UNKN_REGION:7277', u'UNKN_REGION:4271', 'Missing:Ca2+ dependant']"
Cerebellum Purkinje cell,CB,CB,"[u'ABA_REGION:512', u'HBP_MORPHOLOGY:0000036']","[u'ABA_REGION:512', u'HBP_MORPHOLOGY:0000036']"
Cerebellum Purkinje cell,CB,CB,"[u'ABA_REGION:512', u'HBP_MORPHOLOGY:0000036']","[u'ABA_REGION:512', u'HBP_MORPHOLOGY:0000036']"
Dentate gyrus basket cell GAD65-GFP,DG,DG,"[u'ABA_REGION:726', u'HBP_MORPHOLOGY:0000019', u'Missing:GFP', 'MOUSE_LINE:GAD65-GFP']","[u'ABA_REGION:726', u'HBP_MORPHOLOGY:0000019', u'Missing:GFP', 'MOUSE_LINE:GAD65-GFP']"
primary auditory cortex layer 2-4 non-fast-spiking somatostatin-positive GFP-expressing Martinotti cell GIN,AUD,AUDp,"[u'ABA_REGION:247', u'HBP_LAYER:0000112', u'HBP_EPHYS:0000090', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:GFP-expressing', u'HBP_MORPHOLOGY:0000017', u'Missing:GIN', 'MOUSE_LINE:GIN']","[u'ABA_REGION:1002', u'HBP_LAYER:0000112', u'HBP_EPHYS:0000090', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:GFP-expressing', u'HBP_MORPHOLOGY:0000017', u'Missing:GIN', 'MOUSE_LINE:GIN']"
primary auditory cortex layer 2-4 non-fast-spiking inhibitory cell,AUD,AUDp,"[u'ABA_REGION:247', u'HBP_LAYER:0000112', u'HBP_EPHYS:0000090', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Function:inhibitory']","[u'ABA_REGION:1002', u'HBP_LAYER:0000112', u'HBP_EPHYS:0000090', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Function:inhibitory']"
primary auditory cortex layer 2-4 fast-spiking parvalbumin-positive GFP-expressing round basket cell G42,AUD,AUDp,"[u'ABA_REGION:247', u'HBP_LAYER:0000112', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', u'Missing:GFP-expressing round', u'HBP_MORPHOLOGY:0000019', u'Missing:G42', 'MOUSE_LINE:G42']","[u'ABA_REGION:1002', u'HBP_LAYER:0000112', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', u'Missing:GFP-expressing round', u'HBP_MORPHOLOGY:0000019', u'Missing:G42', 'MOUSE_LINE:G42']"
primary auditory cortex layer 2-4 fast-spiking inhibitory cell,AUD,AUDp,"[u'ABA_REGION:247', u'HBP_LAYER:0000112', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Function:inhibitory']","[u'ABA_REGION:1002', u'HBP_LAYER:0000112', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Function:inhibitory']"
primary auditory cortex layer 2-4 apical pyramidal cell,AUD,AUDp,"[u'ABA_REGION:247', u'HBP_LAYER:0000112', 'Missing:apical', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:1002', u'HBP_LAYER:0000112', 'Missing:apical', u'HBP_MORPHOLOGY:0000001']"
Medial entorhinal cortex layer II stellate cell,medial entorhinal cortex,medial entorhinal cortex,"[u'UNKN_REGION:2841', u'HBP_LAYER:0000002', u'HBP_MORPHOLOGY:0000013']","[u'UNKN_REGION:2841', u'HBP_LAYER:0000002', u'HBP_MORPHOLOGY:0000013']"
Medial entorhinal cortex layer II stellate cell,medial entorhinal cortex,medial entorhinal cortex,"[u'UNKN_REGION:2841', u'HBP_LAYER:0000002', u'HBP_MORPHOLOGY:0000013']","[u'UNKN_REGION:2841', u'HBP_LAYER:0000002', u'HBP_MORPHOLOGY:0000013']"
Medial entorihinal cortex layer II stellate cells,medial,medial CTX,"[u'UNKN_REGION:14', 'Missing:entorihinal cortex', u'HBP_LAYER:0000002', u'HBP_MORPHOLOGY:0000013']","[u'UNKN_REGION:14', 'Missing:entorihinal', u'ABA_REGION:688', u'HBP_LAYER:0000002', u'HBP_MORPHOLOGY:0000013']"
Medial entorihinal cortex layer II stellate cells,medial,medial CTX,"[u'UNKN_REGION:14', 'Missing:entorihinal cortex', u'HBP_LAYER:0000002', u'HBP_MORPHOLOGY:0000013']","[u'UNKN_REGION:14', 'Missing:entorihinal', u'ABA_REGION:688', u'HBP_LAYER:0000002', u'HBP_MORPHOLOGY:0000013']"
Olfactory bulb (main) granule cell,,MOB,"['Function:Olfactory', 'Missing:bulb (main)', u'HBP_MORPHOLOGY:0000026']","[u'ABA_REGION:507', 'Missing:(main)', u'HBP_MORPHOLOGY:0000026']"
Olfactory cortex pyramidal cell,olfactory cortex,olfactory cortex,"[u'UNKN_REGION:4715', u'HBP_MORPHOLOGY:0000001']","[u'UNKN_REGION:4715', u'HBP_MORPHOLOGY:0000001']"
Olfactory cortex semilunar cell,olfactory cortex,olfactory cortex,"[u'UNKN_REGION:4715', u'HBP_MORPHOLOGY:0000034']","[u'UNKN_REGION:4715', u'HBP_MORPHOLOGY:0000034']"
Olfactory bulb (main) mitral cell,,MOB,"['Function:Olfactory', 'Missing:bulb (main)', u'HBP_MORPHOLOGY:0000030']","[u'ABA_REGION:507', 'Missing:(main)', u'HBP_MORPHOLOGY:0000030']"
Locus coeruleus neuropeptide S expressing neuron,LC,LC,"[u'ABA_REGION:147', 'Missing:neuropeptide S expressing']","[u'ABA_REGION:147', 'Missing:neuropeptide S expressing']"
"Regular spiking, Thy1-expressing layer V pyramidal neurons of somatosensory cortex  Thy1-YFP",SS,SS,"[u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'Missing:,', u'HBP_LAYER:0000005', u'HBP_MORPHOLOGY:0000001', u'Missing:of', u'ABA_REGION:453', u'Missing:', u'Missing:YFP', 'MOUSE_LINE:Thy1-YFP']","[u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'Missing:,', u'HBP_LAYER:0000005', u'HBP_MORPHOLOGY:0000001', u'Missing:of', u'ABA_REGION:453', u'Missing:', u'Missing:YFP', 'MOUSE_LINE:Thy1-YFP']"
Insular Cortex Pyramidal Neurons,insular cortex,insular cortex,"[u'UNKN_REGION:3765', u'HBP_MORPHOLOGY:0000001']","[u'UNKN_REGION:3765', u'HBP_MORPHOLOGY:0000001']"
Basal forebrain ChAT-expressing early-firing neurons,basal forebrain,basal forebrain,"[u'UNKN_REGION:5', u'UNKN_REGION:4474', u'NCBI_GENE:12647', 'Missing:early', u'HBP_EPHYS_TRIGGER:0000004']","[u'UNKN_REGION:5', u'UNKN_REGION:4474', u'NCBI_GENE:12647', 'Missing:early', u'HBP_EPHYS_TRIGGER:0000004']"
Basal forebrain ChAT-expressing late-firing neurons,basal forebrain,basal forebrain,"[u'UNKN_REGION:5', u'UNKN_REGION:4474', u'NCBI_GENE:12647', u'HBP_EPHYS:0000020', u'HBP_EPHYS_TRIGGER:0000004']","[u'UNKN_REGION:5', u'UNKN_REGION:4474', u'NCBI_GENE:12647', u'HBP_EPHYS:0000020', u'HBP_EPHYS_TRIGGER:0000004']"
Somatosensory cortex layer 2-3 somatostatin-expressing inhibitory neuron GIN,SS,SS,"[u'ABA_REGION:453', u'HBP_LAYER:0000111', 'Function:inhibitory', u'Missing:GIN', 'MOUSE_LINE:GIN']","[u'ABA_REGION:453', u'HBP_LAYER:0000111', 'Function:inhibitory', u'Missing:GIN', 'MOUSE_LINE:GIN']"
Somatosensory cortex layer 2-3 somatostatin-expressing inhibitory neuron GIN,SS,SS,"[u'ABA_REGION:453', u'HBP_LAYER:0000111', 'Function:inhibitory', u'Missing:GIN', 'MOUSE_LINE:GIN']","[u'ABA_REGION:453', u'HBP_LAYER:0000111', 'Function:inhibitory', u'Missing:GIN', 'MOUSE_LINE:GIN']"
Somatosensory cortex layer 2-3 regular-spiking pyramidal cell  GIN,SS,SS,"[u'ABA_REGION:453', u'HBP_LAYER:0000111', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000001', u'Missing:GIN', 'MOUSE_LINE:GIN']","[u'ABA_REGION:453', u'HBP_LAYER:0000111', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000001', u'Missing:GIN', 'MOUSE_LINE:GIN']"
Somatosensory cortex layer 2-3 regular-spiking pyramidal cell  GIN,SS,SS,"[u'ABA_REGION:453', u'HBP_LAYER:0000111', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000001', u'Missing:GIN', 'MOUSE_LINE:GIN']","[u'ABA_REGION:453', u'HBP_LAYER:0000111', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000001', u'Missing:GIN', 'MOUSE_LINE:GIN']"
Cerebellum Purkinje cell,CB,CB,"[u'ABA_REGION:512', u'HBP_MORPHOLOGY:0000036']","[u'ABA_REGION:512', u'HBP_MORPHOLOGY:0000036']"
Olfactory bulb (main) mitral cell,,MOB,"['Function:Olfactory', 'Missing:bulb (main)', u'HBP_MORPHOLOGY:0000030']","[u'ABA_REGION:507', 'Missing:(main)', u'HBP_MORPHOLOGY:0000030']"
Olfactory bulb (main) mitral cell,,MOB,"['Function:Olfactory', 'Missing:bulb (main)', u'HBP_MORPHOLOGY:0000030']","[u'ABA_REGION:507', 'Missing:(main)', u'HBP_MORPHOLOGY:0000030']"
Nucleus accumbens medium spiny neuron,ACB,ACB,"[u'ABA_REGION:56', 'Size:medium', u'HBP_MORPHOLOGY:0000011']","[u'ABA_REGION:56', 'Size:medium', u'HBP_MORPHOLOGY:0000011']"
Dentate gyrus GABAergic neurons,DG,DG,"[u'ABA_REGION:726', u'HBP_NEUROTRANSMITTER:0000003']","[u'ABA_REGION:726', u'HBP_NEUROTRANSMITTER:0000003']"
Dentate gyrus glutamergic neurons,DG,DG,"[u'ABA_REGION:726', 'Missing:glutamergic']","[u'ABA_REGION:726', 'Missing:glutamergic']"
Amygdala basolateral nucleus pyramidal neuron,basolateral,BLA,"['Missing:Amygdala', u'UNKN_REGION:24', 'Missing:nucleus', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:295', u'HBP_MORPHOLOGY:0000001']"
jcBNST bed nucleus stria terminalis type 2 cell,st,st,"['Missing:jcBNST bed nucleus', u'ABA_REGION:301', 'Missing:type 2']","['Missing:jcBNST bed nucleus', u'ABA_REGION:301', 'Missing:type 2']"
jcBNST bed nucleus stria terminalis type 3 cell,st,st,"['Missing:jcBNST bed nucleus', u'ABA_REGION:301', 'Missing:type 3']","['Missing:jcBNST bed nucleus', u'ABA_REGION:301', 'Missing:type 3']"
jcBNST bed nucleus stria terminalis type 1 cell,st,st,"['Missing:jcBNST bed nucleus', u'ABA_REGION:301', 'Missing:type 1']","['Missing:jcBNST bed nucleus', u'ABA_REGION:301', 'Missing:type 1']"
Amygdala basolateral nucleus pyramidal neuron,basolateral,BLA,"['Missing:Amygdala', u'UNKN_REGION:24', 'Missing:nucleus', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:295', u'HBP_MORPHOLOGY:0000001']"
Amygdala basolateral nucleus pyramidal neuron,basolateral,BLA,"['Missing:Amygdala', u'UNKN_REGION:24', 'Missing:nucleus', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:295', u'HBP_MORPHOLOGY:0000001']"
Amygdala basolateral nucleus pyramidal neuron,basolateral,BLA,"['Missing:Amygdala', u'UNKN_REGION:24', 'Missing:nucleus', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:295', u'HBP_MORPHOLOGY:0000001']"
Amygdala basolateral nucleus pyramidal neuron,basolateral,BLA,"['Missing:Amygdala', u'UNKN_REGION:24', 'Missing:nucleus', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:295', u'HBP_MORPHOLOGY:0000001']"
Amygdala basolateral nucleus pyramidal neuron,basolateral,BLA,"['Missing:Amygdala', u'UNKN_REGION:24', 'Missing:nucleus', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:295', u'HBP_MORPHOLOGY:0000001']"
Amygdala basolateral nucleus pyramidal neuron,basolateral,BLA,"['Missing:Amygdala', u'UNKN_REGION:24', 'Missing:nucleus', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:295', u'HBP_MORPHOLOGY:0000001']"
Inferior olive sinusoidal subthreshold oscillation neuron,IO,IO,"[u'ABA_REGION:83', 'Missing:sinusoidal subthreshold oscillation']","[u'ABA_REGION:83', 'Missing:sinusoidal subthreshold oscillation']"
Inferior olive  low-threshold oscillation neuron,IO,IO,"[u'ABA_REGION:83', 'Missing:', u'HBP_EPHYS:0000110', 'Missing:oscillation']","[u'ABA_REGION:83', 'Missing:', u'HBP_EPHYS:0000110', 'Missing:oscillation']"
Dentate gyrus granule cell,DG,DG,"[u'ABA_REGION:726', u'HBP_MORPHOLOGY:0000026']","[u'ABA_REGION:726', u'HBP_MORPHOLOGY:0000026']"
Primary Visual Cortex layer 3 pyramidal cell,VISp,VISp,"[u'ABA_REGION:385', u'HBP_LAYER:0000003', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:385', u'HBP_LAYER:0000003', u'HBP_MORPHOLOGY:0000001']"
Dorsolateral Granular Prefrontal Cortex layer 3 pyramidal cell,dorsolateral granular prefrontal cortex,dorsolateral granular ORB,"[u'UNKN_REGION:34', u'UNKN_REGION:7294', u'UNKN_REGION:5765', u'HBP_LAYER:0000003', u'HBP_MORPHOLOGY:0000001']","[u'UNKN_REGION:34', u'UNKN_REGION:7294', u'ABA_REGION:714', u'HBP_LAYER:0000003', u'HBP_MORPHOLOGY:0000001']"
dorsal raphe nucleus serotonergic neuron,DR,DR,"[u'ABA_REGION:872', u'HBP_NEUROTRANSMITTER:0000001']","[u'ABA_REGION:872', u'HBP_NEUROTRANSMITTER:0000001']"
dorsal raphe nucleus GABAergic neuron,DR,DR,"[u'ABA_REGION:872', u'HBP_NEUROTRANSMITTER:0000003']","[u'ABA_REGION:872', u'HBP_NEUROTRANSMITTER:0000003']"
dorsal raphe nucleus serotonergic GABAergic neuron,DR,DR,"[u'ABA_REGION:872', u'HBP_NEUROTRANSMITTER:0000001', u'HBP_NEUROTRANSMITTER:0000003']","[u'ABA_REGION:872', u'HBP_NEUROTRANSMITTER:0000001', u'HBP_NEUROTRANSMITTER:0000003']"
Dentate gyrus fast-spiking axo-axnonic interneurons,DG,DG,"[u'ABA_REGION:726', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:axo-axnonic']","[u'ABA_REGION:726', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:axo-axnonic']"
Hippocampus CA1 fast-spiking basket interneurons,CA1,CA1,"[u'ABA_REGION:382', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000019']","[u'ABA_REGION:382', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000019']"
Hippocampus CA1 oriens lacunosum moleculare neuron,CA1,CA1,"[u'ABA_REGION:382', 'Missing:oriens lacunosum moleculare']","[u'ABA_REGION:382', 'Missing:oriens lacunosum moleculare']"
Hippocampal CA1 fast-spiking bistratified interneurons ,CA1,HIP CA1,"['Missing:Hippocampal', u'ABA_REGION:382', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000065']","[u'ABA_REGION:1080', u'ABA_REGION:382', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000065']"
Spinal cord V2a Vsx2-expressing interneuron,spinal cord,spinal cord,"[u'UNKN_REGION:4645', 'Missing:V2a Vsx2-expressing']","[u'UNKN_REGION:4645', 'Missing:V2a Vsx2-expressing']"
Spinal cord V2a Vsx2-expressing interneuron,spinal cord,spinal cord,"[u'UNKN_REGION:4645', 'Missing:V2a Vsx2-expressing']","[u'UNKN_REGION:4645', 'Missing:V2a Vsx2-expressing']"
Medial ventral tegmental area glutamate neuron,medial VTA,medial VTA,"[u'UNKN_REGION:14', u'ABA_REGION:749', u'HBP_NEUROTRANSMITTER:0000004']","[u'UNKN_REGION:14', u'ABA_REGION:749', u'HBP_NEUROTRANSMITTER:0000004']"
Medial ventral tegmental area dopamine neuron,medial VTA,medial VTA,"[u'UNKN_REGION:14', u'ABA_REGION:749', u'HBP_NEUROTRANSMITTER:0000007']","[u'UNKN_REGION:14', u'ABA_REGION:749', u'HBP_NEUROTRANSMITTER:0000007']"
Lateral ventral tegmental area dopamine neuron,lateral VTA,lateral VTA,"[u'UNKN_REGION:15', u'ABA_REGION:749', u'HBP_NEUROTRANSMITTER:0000007']","[u'UNKN_REGION:15', u'ABA_REGION:749', u'HBP_NEUROTRANSMITTER:0000007']"
Dentate gyrus granule cell,DG,DG,"[u'ABA_REGION:726', u'HBP_MORPHOLOGY:0000026']","[u'ABA_REGION:726', u'HBP_MORPHOLOGY:0000026']"
Hippocampus CA1 and subiculum regular spiking pyramidal neurons,CA1 SUB,CA1 SUB,"[u'ABA_REGION:382', 'Missing:and', u'ABA_REGION:502', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:382', 'Missing:and', u'ABA_REGION:502', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000001']"
Hippocampus CA1 and subiculum bursting pyramidal neurons,CA1 SUB,CA1 SUB,"[u'ABA_REGION:382', 'Missing:and', u'ABA_REGION:502', u'HBP_EPHYS_TRIGGER:0000005', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:382', 'Missing:and', u'ABA_REGION:502', u'HBP_EPHYS_TRIGGER:0000005', u'HBP_MORPHOLOGY:0000001']"
somatosensory cortex layer 4 medial ganglionic eminence-derived somatostatin-expressing interneurons,SS medial ganglionic,SS medial ganglionic,"[u'ABA_REGION:453', u'HBP_LAYER:0000004', u'UNKN_REGION:14', u'UNKN_REGION:101', 'Missing:eminence-derived', u'NCBI_GENE:20604']","[u'ABA_REGION:453', u'HBP_LAYER:0000004', u'UNKN_REGION:14', u'UNKN_REGION:101', 'Missing:eminence-derived', u'NCBI_GENE:20604']"
somatosensory cortex layer 4 medial ganglionic eminence-derived parvalbumin-expressing interneurons  G42,SS medial ganglionic,SS medial ganglionic,"[u'ABA_REGION:453', u'HBP_LAYER:0000004', u'UNKN_REGION:14', u'UNKN_REGION:101', 'Missing:eminence-derived', u'Missing:G42', 'MOUSE_LINE:G42']","[u'ABA_REGION:453', u'HBP_LAYER:0000004', u'UNKN_REGION:14', u'UNKN_REGION:101', 'Missing:eminence-derived', u'Missing:G42', 'MOUSE_LINE:G42']"
Neocortex pyramidal cell layer 2-3,Isocortex,Isocortex,"[u'ABA_REGION:315', u'HBP_MORPHOLOGY:0000001', u'HBP_LAYER:0000111']","[u'ABA_REGION:315', u'HBP_MORPHOLOGY:0000001', u'HBP_LAYER:0000111']"
Prefrontal cortex layer 1 non-late-spiking GABAergic interneurons,prefrontal cortex,ORB,"[u'UNKN_REGION:5765', u'HBP_LAYER:0000001', 'Missing:non', u'HBP_EPHYS:0000020', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_NEUROTRANSMITTER:0000003']","[u'ABA_REGION:714', u'HBP_LAYER:0000001', 'Missing:non', u'HBP_EPHYS:0000020', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_NEUROTRANSMITTER:0000003']"
Prefrontal cortex layer 1 late-spiking GABAergic interneurons,prefrontal cortex,ORB,"[u'UNKN_REGION:5765', u'HBP_LAYER:0000001', u'HBP_EPHYS:0000020', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_NEUROTRANSMITTER:0000003']","[u'ABA_REGION:714', u'HBP_LAYER:0000001', u'HBP_EPHYS:0000020', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_NEUROTRANSMITTER:0000003']"
Prefrontal cortex layer 1 GABAergic uncharacterized interneurons,prefrontal cortex,ORB,"[u'UNKN_REGION:5765', u'HBP_LAYER:0000001', u'HBP_NEUROTRANSMITTER:0000003', 'Missing:uncharacterized']","[u'ABA_REGION:714', u'HBP_LAYER:0000001', u'HBP_NEUROTRANSMITTER:0000003', 'Missing:uncharacterized']"
Olfactory bulb (main) external tufted cell,,MOB,"['Function:Olfactory', 'Missing:bulb (main) external', u'HBP_MORPHOLOGY:0000031']","[u'ABA_REGION:507', 'Missing:(main) external', u'HBP_MORPHOLOGY:0000031']"
Hippocampus CA1 pyramidal cell,CA1,CA1,"[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']"
Hippocampus CA1 pyramidal cell,CA1,CA1,"[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']"
Dentate gyrus cholecystokinin-expressing basket cell GAD65-GFP,DG,DG,"[u'ABA_REGION:726', u'HBP_MORPHOLOGY:0000019', u'Missing:GFP', 'MOUSE_LINE:GAD65-GFP']","[u'ABA_REGION:726', u'HBP_MORPHOLOGY:0000019', u'Missing:GFP', 'MOUSE_LINE:GAD65-GFP']"
Auditory cortex layer 2-3 fast-spiking interneuron G42,AUD,AUD,"[u'ABA_REGION:247', u'HBP_LAYER:0000111', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', u'Missing:G42', 'MOUSE_LINE:G42']","[u'ABA_REGION:247', u'HBP_LAYER:0000111', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', u'Missing:G42', 'MOUSE_LINE:G42']"
Auditory cortex layer 2-3 fast-spiking interneuron G42,AUD,AUD,"[u'ABA_REGION:247', u'HBP_LAYER:0000111', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', u'Missing:G42', 'MOUSE_LINE:G42']","[u'ABA_REGION:247', u'HBP_LAYER:0000111', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', u'Missing:G42', 'MOUSE_LINE:G42']"
Auditory cortex layer 2-3 fast-spiking interneuron G42,AUD,AUD,"[u'ABA_REGION:247', u'HBP_LAYER:0000111', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', u'Missing:G42', 'MOUSE_LINE:G42']","[u'ABA_REGION:247', u'HBP_LAYER:0000111', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', u'Missing:G42', 'MOUSE_LINE:G42']"
Hypoglossal nucleus motor neuron,XII,XII,"[u'ABA_REGION:773', 'Function:motor']","[u'ABA_REGION:773', 'Function:motor']"
