,Label,Id,Definition,Neurotransmitter,Synonym,"Located in","Has role",Species,CellSomaShape,MolecularConstituents,ExampleImage
":Category:Hippocampus CA1 LM(R) PP neuron","Hippocampus CA1 LM(R) PP neuron",nlx_81310,"CA1 lacunosum-moleculare radiatum PP neuron is a type of CA1 interneuron which is associated with perforant pathway. The cell bodies of these cells are in stratum radiatum or at the border of stratum radiatum and lacunosum-moleculare. The dendritic field reaches the alveus and covers all layers (Hajos & Mody, 1997; Vida et al. 1998).",,"CA1 lacunosum-moleculare radiatum perforant path associated cell,CA1 LM/R PP cell,CA1 LM PP cell",":Category:CA1 stratum radiatum",,:Category:Vertebrata,,,
":Category:Hippocampus CA1 basket cell","Hippocampus CA1 basket cell",nlx_cell_091205,,:Category:GABA,"Hippocampal CA1 basket cell",":Category:Hippocampus,:Category:CA1 alveus,:Category:CA1 stratum oriens",,:Category:Mammal,,,
":Category:Hippocampus CA1 ivy neuron","Hippocampus CA1 ivy neuron",nlx_35220,"Ivy cells are highly abundant GABAergic interneurons when compared to basket, bistratified, or axo-axonic cells. ""Ivy"" cells are named after their dense and fine axons innervating mostly basal and oblique pyramidal cell dendrites. They express nitric oxide synthase, neuropeptide Y, and high levels of GABAa receptor aplha1 subunit and they are also identified as slow-spiking interneurons that regulate the excitability of pyramidal cell dendrites through slowly rising and decaying GABAergic inputs.",:Category:GABA,"CA1 ivy cell,ivy cell",":Category:CA1 stratum pyramidale",":Category:Intrinsic neuron role",,,,
":Category:Hippocampus CA1 lacunosum moleculare neuron","Hippocampus CA1 lacunosum moleculare neuron",nlx_92500,"CA1 Lacunosum-Moleculare (LM) interneurons are one of the inhibitory interneuron in the CA1 area. The L-M interneurons have been described as non-fast spiking cells (Kawaguchi and Hama, 1987) with membrane properties very different from those of pyramidal cells (Williams and Lacaille, 1993). Dendrites extend in the stratum lacunosum-moleculare, radiatum, and oriens and have a very wide extension in the transverse slice (Lacaille and Schwartzkroin, 1988a). The axonal arborization seems to cover a wide area in both transverse and longitudianal directions, projecting in stratum pyramidale and sometimes in the stratum oriens (Lacaille and Schwartzkroin, 1988a).",,"CA1 LM neuron",":Category:CA1 stratum lacunosum-moleculare",,,,,
":Category:Hippocampus CA1 neurogliaform neuron","Hippocampus CA1 neurogliaform neuron",nlx_cell_1006031,"CA1 neurogliaform neuron is a GABAergic interneuron, these cells are positive for NPY and co-express the actin-binding protein alpha-actinin-2. They are not positive for PV and VIP. Characteristically these neurons has a round cell body and short, non-spiny dendrites that were arranged in a stellate patterns around the cell body, spatially localized to the SLM, and often enter the molecular layer of the dentate gyrus. The axons are branched profusely close to soma occupying greater area than dendrites, like dendrites axons also tend to occupy mainly the SLM, often traveling fairly long distances along the SLM axis and mostly even entering the neighboring molecular layer of the dentate gyrus.",,"CA1 NG cells,NG cells",":Category:CA1 stratum lacunosum moleculare",,:Category:Vertebrata,,":Category:Neuropeptide Y,:Category:Alpha-actinin-2",
":Category:Hippocampus CA1 oriens lacunosum moleculare neuron","Hippocampus CA1 oriens lacunosum moleculare neuron",nlx_cell_091206,"CA1 Oriens Lacunosum Moleculare (O-LM) cell is a neuron, which is characterized as a non-pyramidal cell type and interneuron that is mostly immunoreactive to GABAergic markers with the soma and dendrites mainly located in the CA1 stratum oriens and alveus, and axons extend directly to the stratum lacunosum-moleculare, ramifying there to form a dense plexus, forming symmetrical inhibitory synapses with the distal apical dendrites of pyramidal neurons while receiving excitatory input from CA1 recurrent collaterals in a disynaptic, feedback manner.",:Category:GABA,"CA1 O-LM interneuron",":Category:CA1 alveus,:Category:CA1 stratum oriens",,:Category:Vertebrata,,":Category:Parvalbumin,:Category:Somatostatin,:Category:MGluR1","File:Hippocampus CA1 oriens lacunosum moleculare neuron.gif"
":Category:Hippocampus CA1 pyramidal cell","Hippocampus CA1 pyramidal cell",sao830368389,"Pyramidal neuron with a soma located in hippocampal area CA1.  It receives input from Schaffer collaterals of CA3 pyramidal neurons, and sends its axon to the subiculum and entorhinal cortex.",:Category:Glutamate,"Hippocampal CA1 Pyramidal Neuron,CA1 pyramidal neuron,Hippocampal CA1 pyramidal cell",":Category:CA1 stratum pyramidale",":Category:Principal neuron role",:Category:Vertebrata,"Category:Pyramidal ",,"File:Hippocampus CA1 pyramidal cell.jpg"
":Category:Hippocampus CA1 stratum oriens neuron","Hippocampus CA1 stratum oriens neuron",nlx_cell_090807,"CA1 stratum oriens neuron is a neuron, which is characterized as an interneuron by inhibiting pyramidal cells through the activation of GABAa (Traub et al., 1987a) with soma located in CA1 stratum orines and alveus, dendrites extending into all strata (Lacaille and williams, 1990) and axons covering a wide area in the transverse direction, projecting onto basal dendrites and soma of pyramidal cells and other interneurons (Lacaille et al., 1987) in the hippocampus.",,"vertical cells (Lacaille and williams,1990)",":Category:CA1 stratum oriens,:Category:CA1 alveus",":Category:Intrinsic neuron role",,,":Category:GABA A-gated anionic channel",
":Category:Hippocampus CA1 trilaminar neuron","Hippocampus CA1 trilaminar neuron",nlx_27085,"The CA1 trilaminar neuron is a neuron that is characterized by its axon densely innervating three layers stratum oriens, pyramidale and radiatum (Sik et al. 1995) projecting to subiculum and possibly to other regions, while the soma and long horizontal dendrites are in stratum oriens with strong immunoreactivity for the m2 receptor in the somato-dendritic domain and intense presynaptic mGluR8a decoration. It must also be noted that the same name has been used for various other cells with axon in at least three laminae (Hajos & Mody, 1997; Pawelzik et al. 2002). However, for this particular cell class the axons project to subiculum and possibly to other brain areas as well.",,"CA1 trilaminar cell",":Category:CA1 alveus,:Category:CA1 stratum oriens",,,,":Category:M2 receptor,:Category:MGLuR8a",
":Category:Hippocampus CA2 basket cell broad","Hippocampus CA2 basket cell broad",nlx_cell_091207,"The CA2 basket cells are the largest group of interneurons whose vertically oriented dendrites extend across all layers from stratum oriens into stratum lacunosum-moleculare and whose axons ramify extensively in stratum pyramidale. The broad basket cells have significantly broader dendritic width, and axonal arbors than that of other types of CA2 basket cells or of CA1 basket cells.",:Category:GABA,"CA2 basket cell",":Category:Hippocampus,:Category:CA2",,:Category:Vertebrata,,:Category:Parvalbumin,
":Category:Hippocampus CA2 basket cell narrow","Hippocampus CA2 basket cell narrow",nlx_cell_091208,"The CA2 basket cells are the largest group of interneurons in the CA2 region whose vertically oriented dendrites extend across all layers from stratum oriens into stratum lacunosum-moleculare and whose axons ramify extensively in stratum pyramidale. The narrow basket cells are narrow and both dendrites and axons are confined to the region of origin.",:Category:GABA,"CA2 basket cell",":Category:CA2 stratum pyramidale",,,,":Category:Parvalbumin,:Category:Calbindin 28K",
":Category:Hippocampus CA2 bistratified cell broad","Hippocampus CA2 bistratified cell broad",nlx_cell_091209,"The CA2 bistratified cells have radially oriented dendrites that resemble CA1 bistratified cells, but they extend through stratum oriens and stratum radiatum without entering stratum lacunosum-moleculare. The broad CA2 bistratified cells have dendrites that extend horizontally into all three CA subfields.",:Category:GABA,"CA2 bistratified cell",":Category:CA2 stratum pyramidale",,,,:Category:Cholecystokinin,
":Category:Hippocampus CA2 bistratified cell narrow","Hippocampus CA2 bistratified cell narrow",nlx_cell_091004,"A type of neuron found in hippocampal area CA2 characterized by radially oriented dendrites that resemble CA1 bistratified cells, but they extend through stratum oriens and stratum radiatum without entering stratum lacunosum-moleculare.  The narrow CA2 bistratified cell dendrites and axons are more confined within the CA2 region.",:Category:GABA,"CA2 bistratified cell",":Category:CA2 stratum pyramidale",,,,:Category:Cholecystokinin,
":Category:Hippocampus CA2 pyramidal neuron","Hippocampus CA2 pyramidal neuron",nlx_cell_20090311,"CA2 pyramidal cells are the primary excitatory cells of CA2 region of the hippocampus. These cells have shorter dendrites when compared to CA1 pyramidal cells. The axons arbors into stratum radiatum, as well as into stratum oriens of CA1, CA2 and CA3 regions. The CA2 pyramids are innervated by schaffer collaterals in stratum oriens and stratum radiatum and by input from entorhinal cortex in stratum lacunosum moleculare.",:Category:Glutamate,"CA2 pyramidal cell",:Category:CA2,,:Category:Vertebrata,,,"File:Hippocampus CA2 pyramidal neuron.jpg"
":Category:Hippocampus CA3 IS-I cell","Hippocampus CA3 IS-I cell",nlx_cell_091210,"The IS (Interneuron-Specific) subpopulation of interneurons have axons that preferentially innervate other interneurons. CA3 IS-I neurons are visualized for CR and occur in all subfields of hippocampus and dentate gyrus. The CA3 IS-I cells has soma located in strata radiatum, oriens and pyramidale. The dendritic tree arborizes extensively in stratum radiatum but may also invade other layers. The characteristic feature of these dendrites is that they from long dendrodendritic junctions with each other. The main axons ramify in stratum radiatum, where they emit several collaterals that course in all directions.",:Category:GABA,"CA3 Interneuron-specific I cell",":Category:CA3 alveus,:Category:CA3 stratum oriens,:Category:CA3 stratum radiatum,:Category:CA3 stratum pyramidale",,:Category:Vertebrata,,:Category:Calretinin,
":Category:Hippocampus CA3 IS-II cell","Hippocampus CA3 IS-II cell",nlx_cell_091211,"The IS (Interneuron-Specific) subpopulation of interneurons have axons that preferentially innervate other interneurons. CA3 IS-II cell type is visualized by immunostaining for VIP. IS-II neurons are characterized in hippocampus alone, where their somata are found in stratum radiatum. The dendritic tree consists of a tuft of smooth or sparsely spiny dendrites restricted to stratum lacunosum-moleculare, where they profusely arborize. The axon descends toward stratum pyramidale, thus forming weeping willowlike arbor.",:Category:GABA,"CA3 interneuron-specific II cell",":Category:CA3 stratum radiatum",,:Category:Vertebrata,,":Category:Vasoactive Intestinal Polypeptide",
":Category:Hippocampus CA3 axo-axonic cell","Hippocampus CA3 axo-axonic cell",nlx_cell_091212,"CA3 Chandelier cells of the hippocampus are very similar to those in the dentate gyrus. The cell bodies are located within or immediately adjacent to the pyramidal cell layer and possess radially oriented dendrites spanning all layers. According to the distribution of the dendritic tree, chandelier cells are in a position to receive excitatory input from all major sources of afferents in both the CA1 and CA3 subfields.",:Category:GABA,"CA3 chandelier cell",":Category:CA3 stratum pyramidale",,,,,
":Category:Hippocampus CA3 basket cell","Hippocampus CA3 basket cell",nlx_cell_091213,"The CA3 basket cell is an interneuron located in hippocampus area CA3 characterized by a triangular or fusiform soma, with one to three dendrites extending from the cell soma.  One of the three dendrites originate from the apical pole of soma, which then branch profusely, ascend through stratum radiatum, and often penetrate stratum lacunosum-moelculare. Primary basal dendrites are more numerous. They also branch close to soma and fan out toward the alveus, spanning the entire depth of stratum oriens.",:Category:GABA,"CA3 pyramidal basket cell",":Category:CA3 stratum pyramidale",,,,,
":Category:Hippocampus CA3 lacunosum moleculare neuron","Hippocampus CA3 lacunosum moleculare neuron",nlx_cell_091214,"The CA3 Lacunosum Moleculare (LM) neurons are interneurons with somata in stratum lacunosum-moleculare that receive converging stimulation from the DG and entorhinal cortex as well as from within CA3. These LM neurons have dendrites that are oriented horizontally within the layer but occasionally have branches that extend into the pyramidal cell layer. The axon also takes a predominantly horizontal orientation and ramifies mainly in the stratum lacunosum-moleculare or superficial layer portion of the stratum radiatum.",:Category:GABA,"CA3 LM interneurons",":Category:CA3 stratum lacunosum moleculare",,,"Category:bipolar ",,
":Category:Hippocampus CA3 oriens interneuron","Hippocampus CA3 oriens interneuron",nlx_cell_091215,"The CA3 stratum oriens interneuron is a fast spiking interneuron in hippocampal area CA3 with a main dendrite arborization extending in the stratum oriens and a widespread axonal arborization in all strata (Kawaguchi et al., 1987). The vast majority of dendritic processes were confined to the same layers as the cell bodies (Kantona et al., 1999).",:Category:GABA,"CA3 SO interneuron,CA3 SO neuron,Hippocampus CA3 stratum oriens interneuron,CA3 stratum oriens interneuron,CA3 s. oriens interneuron",":Category:CA3 alveus/oriens",,:Category:Vertebrata,,,
